event,frame,time_stamp,level,video_id
jump,28147,07:49,1-2,3
jump,29098,08:04,1-3,3
jump,29158,08:05,1-3,3
jump,29301,08:08,1-3,3
jump,29406,08:10,1-3,3
jump,29467,08:11,1-3,3
jump,29549,08:12,1-3,3
jump,29610,08:13,1-3,3
goomba killed,29747,08:15,1-3,3
goomba killed,29808,08:16,1-3,3
jump,29867,08:17,1-3,3
goomba killed,29868,08:17,1-3,3
jump,29948,08:19,1-3,3
jump,30051,08:20,1-3,3
jump,30111,08:21,1-3,3
jump,30171,08:22,1-3,3
jump,30253,08:24,1-3,3
jump,30313,08:25,1-3,3
jump,30861,08:34,1-3,3
jump,30982,08:36,1-3,3
jump,31080,08:38,1-3,3
jump,31140,08:39,1-3,3
jump,31200,08:40,1-3,3
jump,31415,08:43,1-3,3
goomba killed,31466,08:44,1-3,3
jump,31480,08:44,1-3,3
jump,31549,08:45,1-3,3
jump,31620,08:47,1-3,3
jump,31688,08:48,1-3,3
jump,31785,08:49,1-3,3
jump,31846,08:50,1-3,3
jump,31914,08:51,1-3,3
jump,32053,08:54,1-3,3
jump,32113,08:55,1-3,3
mushroom,32137,08:55,1-3,3
jump,32289,08:58,1-3,3
jump,32349,08:59,1-3,3
jump,32548,09:02,1-3,3
jump,32667,09:04,1-3,3
jump,32790,09:06,1-3,3
jump,32853,09:07,1-3,3
jump,32917,09:08,1-3,3
jump,32979,09:09,1-3,3
jump,33039,09:10,1-3,3
jump,33164,09:12,1-3,3
jump,33224,09:13,1-3,3
jump,33785,09:23,1-3,3
jump,33905,09:25,1-3,3
jump,33966,09:26,1-3,3
jump,34058,09:27,1-3,3
jump,34262,09:31,1-3,3
jump,34323,09:32,1-3,3
jump,34972,09:42,1-3,3
jump,35040,09:44,1-3,3
jump,35102,09:45,1-3,3
jump,35213,09:46,1-3,3
jump,35313,09:48,1-3,3
jump,35373,09:49,1-3,3
jump,35445,09:50,1-3,3
jump,35506,09:51,1-3,3
jump,35749,09:55,1-3,3
jump,35809,09:56,1-3,3
jump,35948,09:59,1-3,3
jump,36018,10:00,1-3,3
jump,36105,10:01,1-3,3
jump,36323,10:05,1-3,3
jump,36384,10:06,1-3,3
jump,36452,10:07,1-3,3
jump,36524,10:08,1-3,3
jump,36584,10:09,1-3,3
jump,37656,10:27,1-4,3
jump,37791,10:29,1-4,3
jump,38015,10:33,1-4,3
jump,38089,10:34,1-4,3
jump,38853,10:47,1-4,3
jump,38913,10:48,1-4,3
jump,39083,10:51,1-4,3
jump,39146,10:52,1-4,3
jump,39206,10:53,1-4,3
jump,39268,10:54,1-4,3
jump,39488,10:58,1-4,3
jump,39577,10:59,1-4,3
jump,39664,11:01,1-4,3
jump,39750,11:02,1-4,3
jump,39843,11:04,1-4,3
jump,39956,11:05,1-4,3
jump,40017,11:06,1-4,3
jump,40097,11:08,1-4,3
jump,41192,11:26,1-1,3
jump,41331,11:28,1-1,3
coinblock hit,41345,11:29,1-1,3
jump,41391,11:29,1-1,3
jump,41451,11:30,1-1,3
jump,41511,11:31,1-1,3
jump,41571,11:32,1-1,3
mushroom,41589,11:33,1-1,3
jump,41814,11:36,1-1,3
coinblock hit,41825,11:37,1-1,3
jump,41916,11:38,1-1,3
jump,41983,11:39,1-1,3
coinblock hit,41988,11:39,1-1,3
jump,42048,11:40,1-1,3
jump,42173,11:42,1-1,3
jump,42243,11:44,1-1,3
jump,42372,11:46,1-1,3
jump,42432,11:47,1-1,3
jump,42583,11:49,1-1,3
jump,42680,11:51,1-1,3
goomba killed,42687,11:51,1-1,3
jump,42740,11:52,1-1,3
goomba killed,42747,11:52,1-1,3
fire flower,42775,11:52,1-1,3
jump,42800,11:53,1-1,3
jump,43254,12:00,1-1,3
jump,43373,12:02,1-1,3
jump,43499,12:04,1-1,3
goomba killed,43540,12:05,1-1,3
koopa killed,43672,12:07,1-1,3
jump,43723,12:08,1-1,3
jump,43790,12:09,1-1,3
jump,43855,12:10,1-1,3
coinblock hit,43860,12:11,1-1,3
jump,43915,12:11,1-1,3
jump,44043,12:14,1-1,3
coinblock hit,44052,12:14,1-1,3
goomba killed,44105,12:15,1-1,3
jump,44152,12:15,1-1,3
coinblock hit,44157,12:15,1-1,3
jump,44212,12:16,1-1,3
coinblock hit,44215,12:16,1-1,3
jump,44272,12:17,1-1,3
fire flower,44351,12:19,1-1,3
jump,44401,12:20,1-1,3
jump,44462,12:21,1-1,3
jump,44539,12:22,1-1,3
jump,44599,12:23,1-1,3
goomba killed,44695,12:24,1-1,3
jump,44722,12:25,1-1,3
jump,44834,12:27,1-1,3
goomba killed,44836,12:27,1-1,3
jump,44915,12:28,1-1,3
jump,44975,12:29,1-1,3
jump,45035,12:30,1-1,3
jump,45145,12:32,1-1,3
goomba killed,45257,12:34,1-1,3
jump,45339,12:35,1-1,3
coinblock hit,45395,12:36,1-1,3
jump,45399,12:36,1-1,3
coinblock hit,45453,12:37,1-1,3
jump,45460,12:37,1-1,3
jump,45531,12:38,1-1,3
jump,45592,12:39,1-1,3
jump,45661,12:41,1-1,3
jump,45721,12:42,1-1,3
jump,45781,12:43,1-1,3
jump,45871,12:44,1-1,3
goomba killed,45986,12:46,1-1,3
jump,46028,12:47,1-1,3
coinblock hit,46038,12:47,1-1,3
jump,46125,12:48,1-1,3
jump,46185,12:49,1-1,3
jump,46248,12:50,1-1,3
jump,46309,12:51,1-1,3
jump,46369,12:52,1-1,3
jump,47127,13:05,1-2,3
goomba killed,47632,13:13,1-2,3
goomba killed,47692,13:14,1-2,3
jump,47739,13:15,1-2,3
jump,47800,13:16,1-2,3
fire flower,47803,13:16,1-2,3
coinblock hit,47808,13:16,1-2,3
jump,47860,13:17,1-2,3
coinblock hit,47866,13:17,1-2,3
coinblock hit,47906,13:18,1-2,3
jump,47924,13:18,1-2,3
coinblock hit,47962,13:19,1-2,3
jump,47985,13:19,1-2,3
jump,48111,13:21,1-2,3
jump,48172,13:22,1-2,3
jump,48232,13:23,1-2,3
jump,48346,13:25,1-2,3
jump,48411,13:26,1-2,3
jump,48471,13:27,1-2,3
jump,48531,13:28,1-2,3
jump,48778,13:32,1-2,3
koopa killed,48842,13:34,1-2,3
jump,48858,13:34,1-2,3
jump,48988,13:36,1-2,3
jump,49379,13:42,1-2,3
jump,49545,13:45,1-2,3
jump,50070,13:54,1-2,3
jump,50283,13:58,1-2,3
jump,50344,13:59,1-2,3
mushroom,50373,13:59,1-2,3
coinblock hit,50402,14:00,1-2,3
jump,50404,14:00,1-2,3
jump,50596,14:03,1-2,3
coinblock hit,50603,14:03,1-2,3
coinblock hit,50643,14:04,1-2,3
jump,50656,14:04,1-2,3
coinblock hit,50691,14:04,1-2,3
jump,50735,14:05,1-2,3
jump,50795,14:06,1-2,3
jump,50857,14:07,1-2,3
jump,50928,14:08,1-2,3
jump,51031,14:10,1-2,3
jump,51217,14:13,1-2,3
koopa killed,51342,14:15,1-2,3
jump,51374,14:16,1-2,3
jump,51447,14:17,1-2,3
jump,51507,14:18,1-2,3
jump,51568,14:19,1-2,3
jump,51628,14:20,1-2,3
jump,51726,14:22,1-2,3
jump,51794,14:23,1-2,3
jump,52021,14:27,1-2,3
jump,52255,14:30,1-2,3
goomba killed,52340,14:32,1-2,3
jump,52376,14:32,1-2,3
jump,52443,14:34,1-2,3
koopa killed,52462,14:34,1-2,3
jump,52503,14:35,1-2,3
jump,52565,14:36,1-2,3
jump,52637,14:37,1-2,3
koopa killed,52649,14:37,1-2,3
jump,52879,14:41,1-2,3
jump,52960,14:42,1-2,3
jump,53046,14:44,1-2,3
jump,53108,14:45,1-2,3
jump,53168,14:46,1-2,3
koopa killed,53217,14:46,1-2,3
jump,53242,14:47,1-2,3
jump,53316,14:48,1-2,3
koopa killed,53318,14:48,1-2,3
jump,53376,14:49,1-2,3
jump,53523,14:52,1-2,3
jump,53589,14:53,1-2,3
jump,53658,14:54,1-2,3
jump,54432,15:07,1-2,3
jump,54493,15:08,1-2,3
jump,54555,15:09,1-2,3
jump,54742,15:12,1-2,3
jump,55361,15:22,1-2,3
jump,55422,15:23,1-2,3
jump,55482,15:24,1-2,3
jump,55542,15:25,1-2,3
jump,56476,15:41,1-3,3
jump,56545,15:42,1-3,3
jump,56650,15:44,1-3,3
jump,56871,15:47,1-3,3
goomba killed,56925,15:48,1-3,3
jump,56938,15:48,1-3,3
goomba killed,56985,15:49,1-3,3
jump,57022,15:50,1-3,3
jump,57105,15:51,1-3,3
jump,57211,15:53,1-3,3
jump,57272,15:54,1-3,3
jump,57332,15:55,1-3,3
jump,57423,15:57,1-3,3
jump,57522,15:58,1-3,3
jump,57583,15:59,1-3,3
jump,57649,16:00,1-3,3
fire flower,57696,16:01,1-3,3
jump,57733,16:02,1-3,3
jump,57890,16:04,1-3,3
jump,57950,16:05,1-3,3
jump,58083,16:08,1-3,3
koopa killed,58498,16:14,1-3,3
jump,58610,16:16,1-3,3
jump,58701,16:18,1-3,3
jump,58846,16:20,1-3,3
jump,59134,16:25,1-3,3
jump,59214,16:26,1-3,3
jump,59328,16:28,1-3,3
jump,59388,16:29,1-3,3
jump,59505,16:31,1-3,3
jump,59582,16:33,1-3,3
jump,59656,16:34,1-3,3
jump,59880,16:38,1-3,3
jump,59942,16:39,1-3,3
jump,60002,16:40,1-3,3
jump,60069,16:41,1-3,3
jump,60143,16:42,1-3,3
jump,61070,16:57,1-4,3
jump,61397,17:03,1-4,3
jump,61458,17:04,1-4,3
jump,61532,17:05,1-4,3
mushroom,61565,17:06,1-4,3
jump,61592,17:06,1-4,3
jump,62446,17:20,1-4,3
jump,62793,17:26,1-4,3
jump,62855,17:27,1-4,3
jump,62923,17:28,1-4,3
mushroom,62963,17:29,1-4,3
jump,62992,17:29,1-4,3
jump,63074,17:31,1-4,3
jump,63836,17:43,1-4,3
jump,65032,18:03,1-1,3
jump,65195,18:06,1-1,3
coinblock hit,65211,18:06,1-1,3
jump,65256,18:07,1-1,3
jump,65317,18:08,1-1,3
coinblock hit,65375,18:09,1-1,3
jump,65377,18:09,1-1,3
mushroom,65404,18:10,1-1,3
jump,65601,18:13,1-1,3
jump,65661,18:14,1-1,3
coinblock hit,65663,18:14,1-1,3
jump,65721,18:15,1-1,3
jump,65835,18:17,1-1,3
jump,65946,18:19,1-1,3
jump,66009,18:20,1-1,3
jump,66129,18:22,1-1,3
jump,66295,18:24,1-1,3
jump,66385,18:26,1-1,3
goomba killed,66391,18:26,1-1,3
jump,66445,18:27,1-1,3
goomba killed,66451,18:27,1-1,3
fire flower,66479,18:27,1-1,3
jump,66505,18:28,1-1,3
jump,66677,18:31,1-1,3
jump,66786,18:33,1-1,3
jump,66852,18:34,1-1,3
jump,66912,18:35,1-1,3
jump,66972,18:36,1-1,3
jump,67032,18:37,1-1,3
jump,67094,18:38,1-1,3
jump,67154,18:39,1-1,3
jump,67218,18:40,1-1,3
jump,67280,18:41,1-1,3
jump,67340,18:42,1-1,3
jump,67453,18:44,1-1,3
jump,67514,18:45,1-1,3
jump,67574,18:46,1-1,3
jump,67656,18:47,1-1,3
goomba killed,67776,18:49,1-1,3
jump,67812,18:50,1-1,3
coinblock hit,67823,18:50,1-1,3
jump,67902,18:51,1-1,3
jump,67962,18:52,1-1,3
jump,68039,18:53,1-1,3
jump,68100,18:55,1-1,3
jump,68185,18:56,1-1,3
jump,68374,18:59,1-1,3
jump,69080,19:11,1-2,3
goomba killed,69560,19:19,1-2,3
jump,69674,19:21,1-2,3
jump,69734,19:22,1-2,3
fire flower,69738,19:22,1-2,3
coinblock hit,69742,19:22,1-2,3
jump,69819,19:23,1-2,3
jump,69906,19:25,1-2,3
koopa killed,70015,19:26,1-2,3
jump,70088,19:28,1-2,3
coinblock hit,70097,19:28,1-2,3
coinblock hit,70137,19:28,1-2,3
jump,70155,19:29,1-2,3
coinblock hit,70184,19:29,1-2,3
jump,70215,19:30,1-2,3
jump,70275,19:31,1-2,3
jump,70336,19:32,1-2,3
koopa killed,70470,19:34,1-2,3
jump,70526,19:35,1-2,3
coinblock hit,70531,19:35,1-2,3
koopa killed,70533,19:35,1-2,3
jump,70593,19:36,1-2,3
jump,70694,19:38,1-2,3
jump,70767,19:39,1-2,3
jump,70827,19:40,1-2,3
jump,70887,19:41,1-2,3
jump,70953,19:42,1-2,3
jump,71018,19:43,1-2,3
jump,71078,19:44,1-2,3
jump,71138,19:45,1-2,3
jump,71198,19:46,1-2,3
jump,71258,19:47,1-2,3
jump,71318,19:48,1-2,3
koopa killed,71451,19:50,1-2,3
jump,71454,19:50,1-2,3
goomba killed,71510,19:51,1-2,3
jump,71525,19:52,1-2,3
koopa killed,71567,19:52,1-2,3
jump,71591,19:53,1-2,3
jump,71654,19:54,1-2,3
jump,71714,19:55,1-2,3
goomba killed,71990,19:59,1-2,3
goomba killed,72050,20:00,1-2,3
jump,72145,20:02,1-2,3
jump,72213,20:03,1-2,3
jump,72346,20:05,1-2,3
jump,72408,20:06,1-2,3
jump,72471,20:07,1-2,3
jump,72532,20:08,1-2,3
jump,72597,20:09,1-2,3
jump,72667,20:11,1-2,3
jump,72727,20:12,1-2,3
koopa killed,72784,20:13,1-2,3
jump,72787,20:13,1-2,3
jump,72847,20:14,1-2,3
jump,72907,20:15,1-2,3
jump,72968,20:16,1-2,3
koopa killed,72984,20:16,1-2,3
jump,73071,20:17,1-2,3
jump,73139,20:18,1-2,3
jump,73206,20:20,1-2,3
koopa killed,73208,20:20,1-2,3
jump,73297,20:21,1-2,3
jump,74050,20:34,1-2,3
jump,74110,20:35,1-2,3
jump,74196,20:36,1-2,3
koopa killed,74275,20:37,1-2,3
jump,74382,20:39,1-2,3
jump,74592,20:43,1-2,3
jump,75161,20:52,1-2,3
jump,75232,20:53,1-2,3
jump,75482,20:58,1-2,3
jump,75542,20:59,1-2,3
jump,75607,21:00,1-2,3
jump,75667,21:01,1-2,3
jump,75734,21:02,1-2,3
jump,75794,21:03,1-2,3
jump,75907,21:05,1-2,3
jump,75967,21:06,1-2,3
jump,76037,21:07,1-2,3
jump,76143,21:09,1-2,3
jump,76204,21:10,1-2,3
jump,76313,21:11,1-2,3
jump,76470,21:14,1-2,3
jump,76628,21:17,1-2,3
jump,76693,21:18,1-2,3
jump,76753,21:19,1-2,3
jump,77042,21:24,1-2,3
jump,77102,21:25,1-2,3
jump,77162,21:26,1-2,3
jump,77222,21:27,1-2,3
jump,77314,21:28,1-2,3
jump,78507,21:48,1-3,3
jump,78609,21:50,1-3,3
jump,78686,21:51,1-3,3
jump,78746,21:52,1-3,3
jump,78806,21:53,1-3,3
jump,78935,21:55,1-3,3
jump,79006,21:56,1-3,3
goomba killed,79006,21:56,1-3,3
jump,79076,21:57,1-3,3
jump,79176,21:59,1-3,3
jump,79238,22:00,1-3,3
jump,79298,22:01,1-3,3
jump,79427,22:03,1-3,3
mushroom,79509,22:05,1-3,3
jump,79658,22:07,1-3,3
jump,79718,22:08,1-3,3
jump,79929,22:12,1-3,3
jump,80025,22:13,1-3,3
jump,80142,22:15,1-3,3
jump,80202,22:16,1-3,3
jump,80270,22:17,1-3,3
jump,80330,22:18,1-3,3
jump,80390,22:19,1-3,3
jump,80468,22:21,1-3,3
jump,80528,22:22,1-3,3
jump,80588,22:23,1-3,3
jump,80650,22:24,1-3,3
jump,80837,22:27,1-3,3
jump,80897,22:28,1-3,3
jump,80959,22:29,1-3,3
jump,81019,22:30,1-3,3
jump,82125,22:48,1-4,3
jump,82674,22:57,1-4,3
jump,82742,22:59,1-4,3
jump,83508,23:11,1-4,3
jump,83568,23:12,1-4,3
jump,83730,23:15,1-4,3
jump,83790,23:16,1-4,3
jump,83854,23:17,1-4,3
jump,83990,23:19,1-4,3
jump,84082,23:21,1-4,3
jump,84143,23:22,1-4,3
jump,84209,23:23,1-4,3
jump,84313,23:25,1-4,3
jump,84391,23:26,1-4,3
jump,84466,23:27,1-4,3
jump,84618,23:30,1-4,3
jump,84679,23:31,1-4,3
jump,85233,23:40,1-4,3
jump,85557,23:45,1-4,3
jump,85618,23:46,1-4,3
jump,86384,23:59,1-4,3
jump,86444,24:00,1-4,3
jump,86640,24:04,1-4,3
jump,204,00:03,1-1,4
jump,290,00:04,1-1,4
coinblock hit,305,00:05,1-1,4
jump,350,00:05,1-1,4
jump,416,00:06,1-1,4
mushroom,458,00:07,1-1,4
jump,557,00:09,1-1,4
coinblock hit,566,00:09,1-1,4
jump,617,00:10,1-1,4
jump,683,00:11,1-1,4
jump,743,00:12,1-1,4
jump,803,00:13,1-1,4
jump,863,00:14,1-1,4
jump,1008,00:16,1-1,4
jump,1068,00:17,1-1,4
jump,1128,00:18,1-1,4
jump,1657,00:27,1-1,4
jump,1717,00:28,1-1,4
coinblock hit,1719,00:28,1-1,4
jump,1803,00:30,1-1,4
jump,1864,00:31,1-1,4
jump,1924,00:32,1-1,4
jump,3330,00:55,1-2,4
jump,3390,00:56,1-2,4
mushroom,3418,00:56,1-2,4
jump,3450,00:57,1-2,4
jump,3550,00:59,1-2,4
jump,3618,01:00,1-2,4
jump,3678,01:01,1-2,4
koopa killed,3714,01:01,1-2,4
jump,3738,01:02,1-2,4
coinblock hit,3788,01:03,1-2,4
jump,3801,01:03,1-2,4
jump,3901,01:05,1-2,4
jump,3967,01:06,1-2,4
jump,4048,01:07,1-2,4
jump,4152,01:09,1-2,4
jump,4224,01:10,1-2,4
jump,4305,01:11,1-2,4
jump,4423,01:13,1-2,4
jump,4488,01:14,1-2,4
jump,5045,01:24,1-2,4
jump,5106,01:25,1-2,4
coinblock hit,5115,01:25,1-2,4
mushroom,5129,01:25,1-2,4
jump,5166,01:26,1-2,4
coinblock hit,5173,01:26,1-2,4
coinblock hit,5221,01:27,1-2,4
jump,5331,01:28,1-2,4
coinblock hit,5337,01:28,1-2,4
jump,5391,01:29,1-2,4
jump,5451,01:30,1-2,4
jump,5585,01:33,1-2,4
jump,5665,01:34,1-2,4
jump,5726,01:35,1-2,4
coinblock hit,5760,01:36,1-2,4
jump,5787,01:36,1-2,4
coinblock hit,5806,01:36,1-2,4
coinblock hit,5846,01:37,1-2,4
jump,5850,01:37,1-2,4
coinblock hit,5893,01:38,1-2,4
jump,5911,01:38,1-2,4
coinblock hit,5940,01:39,1-2,4
jump,5971,01:39,1-2,4
coinblock hit,5998,01:39,1-2,4
jump,6041,01:40,1-2,4
jump,6161,01:42,1-2,4
koopa killed,6209,01:43,1-2,4
jump,6257,01:44,1-2,4
koopa killed,6303,01:45,1-2,4
jump,6332,01:45,1-2,4
jump,6450,01:47,1-2,4
jump,6510,01:48,1-2,4
jump,6620,01:50,1-2,4
coinblock hit,6623,01:50,1-2,4
jump,6691,01:51,1-2,4
jump,6751,01:52,1-2,4
jump,6813,01:53,1-2,4
star,6871,01:54,1-2,4
koopa killed,6872,01:54,1-2,4
jump,6902,01:55,1-2,4
koopa killed,6959,01:55,1-2,4
goomba killed,7061,01:57,1-2,4
jump,7074,01:57,1-2,4
goomba killed,7206,02:00,1-2,4
jump,7264,02:01,1-2,4
koopa killed,7270,02:01,1-2,4
coinblock hit,7294,02:01,1-2,4
goomba killed,7321,02:02,1-2,4
jump,7377,02:02,1-2,4
goomba killed,7381,02:03,1-2,4
koopa killed,7406,02:03,1-2,4
jump,7460,02:04,1-2,4
jump,7574,02:06,1-2,4
jump,7765,02:09,1-2,4
jump,7826,02:10,1-2,4
jump,7886,02:11,1-2,4
jump,7947,02:12,1-2,4
jump,8007,02:13,1-2,4
jump,8069,02:14,1-2,4
jump,8132,02:15,1-2,4
jump,8195,02:16,1-2,4
jump,8255,02:17,1-2,4
koopa killed,8306,02:18,1-2,4
jump,8316,02:18,1-2,4
jump,8376,02:19,1-2,4
jump,8444,02:20,1-2,4
koopa killed,8454,02:20,1-2,4
jump,8504,02:21,1-2,4
fire flower,8575,02:22,1-2,4
jump,8583,02:23,1-2,4
koopa killed,8590,02:23,1-2,4
jump,8648,02:24,1-2,4
jump,8709,02:25,1-2,4
jump,8969,02:29,1-2,4
jump,9029,02:30,1-2,4
jump,9107,02:31,1-2,4
jump,10007,02:46,1-3,4
jump,10067,02:47,1-3,4
jump,10127,02:48,1-3,4
jump,10192,02:49,1-3,4
jump,10252,02:50,1-3,4
jump,10312,02:51,1-3,4
jump,10373,02:52,1-3,4
jump,10433,02:53,1-3,4
jump,10506,02:55,1-3,4
jump,10582,02:56,1-3,4
jump,10653,02:57,1-3,4
jump,10821,03:00,1-3,4
jump,10897,03:01,1-3,4
jump,10975,03:02,1-3,4
jump,11041,03:04,1-3,4
jump,11101,03:05,1-3,4
jump,11161,03:06,1-3,4
jump,11256,03:07,1-3,4
jump,11319,03:08,1-3,4
jump,11383,03:09,1-3,4
jump,11443,03:10,1-3,4
jump,11547,03:12,1-3,4
jump,11618,03:13,1-3,4
jump,11706,03:15,1-3,4
jump,11766,03:16,1-3,4
goomba killed,11784,03:16,1-3,4
jump,11826,03:17,1-3,4
jump,11949,03:19,1-3,4
jump,12011,03:20,1-3,4
jump,12071,03:21,1-3,4
jump,12539,03:28,1-3,4
jump,12606,03:30,1-3,4
jump,12666,03:31,1-3,4
jump,12790,03:33,1-3,4
jump,12871,03:34,1-3,4
jump,12933,03:35,1-3,4
jump,12993,03:36,1-3,4
jump,13053,03:37,1-3,4
jump,13154,03:39,1-3,4
jump,13214,03:40,1-3,4
jump,13324,03:42,1-3,4
jump,13389,03:43,1-3,4
jump,13449,03:44,1-3,4
jump,13530,03:45,1-3,4
jump,13592,03:46,1-3,4
jump,13665,03:47,1-3,4
jump,14539,04:02,1-4,4
jump,14624,04:03,1-4,4
jump,14684,04:04,1-4,4
jump,14871,04:07,1-4,4
jump,14990,04:09,1-4,4
jump,15293,04:14,1-4,4
jump,15370,04:16,1-4,4
jump,15431,04:17,1-4,4
jump,15491,04:18,1-4,4
jump,15551,04:19,1-4,4
jump,15613,04:20,1-4,4
jump,15673,04:21,1-4,4
jump,15733,04:22,1-4,4
jump,15902,04:25,1-4,4
jump,1004,00:16,1-1,5
coinblock hit,1018,00:16,1-1,5
goomba killed,1025,00:17,1-1,5
jump,1081,00:18,1-1,5
jump,1168,00:19,1-1,5
coinblock hit,1182,00:19,1-1,5
mushroom,1241,00:20,1-1,5
jump,1335,00:22,1-1,5
jump,1454,00:24,1-1,5
jump,1553,00:25,1-1,5
goomba killed,1581,00:26,1-1,5
jump,1626,00:27,1-1,5
jump,1787,00:29,1-1,5
goomba killed,1828,00:30,1-1,5
jump,1847,00:30,1-1,5
jump,1907,00:31,1-1,5
jump,2129,00:35,1-1,5
jump,2220,00:37,1-1,5
goomba killed,2226,00:37,1-1,5
jump,2280,00:38,1-1,5
goomba killed,2306,00:38,1-1,5
fire flower,2315,00:38,1-1,5
jump,2342,00:39,1-1,5
jump,2408,00:40,1-1,5
jump,2554,00:42,1-1,5
koopa killed,2592,00:43,1-1,5
jump,2672,00:44,1-1,5
jump,2732,00:45,1-1,5
goomba killed,2773,00:46,1-1,5
jump,2837,00:47,1-1,5
coinblock hit,2843,00:47,1-1,5
jump,2958,00:49,1-1,5
coinblock hit,2967,00:49,1-1,5
coinblock hit,3016,00:50,1-1,5
jump,3020,00:50,1-1,5
jump,3080,00:51,1-1,5
coinblock hit,3102,00:51,1-1,5
koopa killed,3145,00:52,1-1,5
jump,3218,00:53,1-1,5
jump,3281,00:54,1-1,5
coinblock hit,3292,00:54,1-1,5
goomba killed,3350,00:55,1-1,5
coinblock hit,3352,00:55,1-1,5
jump,3361,00:56,1-1,5
jump,3423,00:57,1-1,5
jump,3485,00:58,1-1,5
jump,3578,00:59,1-1,5
goomba killed,3602,01:00,1-1,5
goomba killed,3662,01:01,1-1,5
goomba killed,3722,01:02,1-1,5
jump,3837,01:03,1-1,5
jump,3897,01:04,1-1,5
jump,3969,01:06,1-1,5
jump,4031,01:07,1-1,5
jump,4103,01:08,1-1,5
jump,4166,01:09,1-1,5
coinblock hit,4175,01:09,1-1,5
jump,4226,01:10,1-1,5
jump,4288,01:11,1-1,5
jump,4348,01:12,1-1,5
jump,4408,01:13,1-1,5
jump,4468,01:14,1-1,5
jump,4544,01:15,1-1,5
jump,4614,01:16,1-1,5
jump,4675,01:17,1-1,5
jump,4764,01:19,1-1,5
goomba killed,4864,01:21,1-1,5
jump,4936,01:22,1-1,5
jump,5041,01:24,1-1,5
jump,5101,01:25,1-1,5
jump,5161,01:26,1-1,5
jump,5273,01:27,1-1,5
jump,6311,01:45,1-2,5
goomba killed,6787,01:53,1-2,5
goomba killed,6847,01:54,1-2,5
jump,6897,01:54,1-2,5
fire flower,6940,01:55,1-2,5
jump,6970,01:56,1-2,5
coinblock hit,6973,01:56,1-2,5
jump,7065,01:57,1-2,5
jump,7225,02:00,1-2,5
jump,7285,02:01,1-2,5
coinblock hit,7291,02:01,1-2,5
jump,7346,02:02,1-2,5
jump,7410,02:03,1-2,5
goomba killed,7471,02:04,1-2,5
jump,7503,02:05,1-2,5
jump,7572,02:06,1-2,5
jump,7632,02:07,1-2,5
jump,7693,02:08,1-2,5
jump,7753,02:09,1-2,5
jump,7816,02:10,1-2,5
koopa killed,7936,02:12,1-2,5
koopa killed,8051,02:14,1-2,5
jump,8141,02:15,1-2,5
jump,8201,02:16,1-2,5
jump,8262,02:17,1-2,5
goomba killed,8383,02:19,1-2,5
koopa killed,8535,02:22,1-2,5
